#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,qualimap (DA197) (2982),2023-05-13T14:17:15.966397973Z,2023-06-12T14:17:15.966397973Z,2023-06-08T01:18:06.233898224Z,10,qualimap (DA197) (2982),1762054,2982
,,1,files_input_total_size,qualimap (DA197) (2982),2023-05-13T14:17:15.966397973Z,2023-06-12T14:17:15.966397973Z,2023-06-08T01:18:06.233898224Z,4533917547,qualimap (DA197) (2982),1762054,2982
,,2,files_output_num,qualimap (DA197) (2982),2023-05-13T14:17:15.966397973Z,2023-06-12T14:17:15.966397973Z,2023-06-08T01:22:19.830133876Z,47,qualimap (DA197) (2982),1762054,2982
,,3,files_output_total_size,qualimap (DA197) (2982),2023-05-13T14:17:15.966397973Z,2023-06-12T14:17:15.966397973Z,2023-06-08T01:22:19.830133876Z,669890,qualimap (DA197) (2982),1762054,2982
,,4,max_cpus,qualimap (DA197) (2982),2023-05-13T14:17:15.966397973Z,2023-06-12T14:17:15.966397973Z,2023-06-08T01:18:10.228892483Z,2,qualimap (DA197) (2982),1762054,2982
,,5,max_mem,qualimap (DA197) (2982),2023-05-13T14:17:15.966397973Z,2023-06-12T14:17:15.966397973Z,2023-06-08T01:18:10.228892483Z,4294967296,qualimap (DA197) (2982),1762054,2982
