#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#group,false,false,true,true,true,true,false,false,true,true,true
#default,_result,,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,name,pid,tid
,,0,files_input_num,preseq (DA93) (1800),2023-05-13T14:16:55.658508093Z,2023-06-12T14:16:55.658508093Z,2023-06-07T12:22:57.941113652Z,5,preseq (DA93) (1800),3897003,1800
,,1,files_input_total_size,preseq (DA93) (1800),2023-05-13T14:16:55.658508093Z,2023-06-12T14:16:55.658508093Z,2023-06-07T12:22:57.941113652Z,3054778419,preseq (DA93) (1800),3897003,1800
,,2,files_output_num,preseq (DA93) (1800),2023-05-13T14:16:55.658508093Z,2023-06-12T14:16:55.658508093Z,2023-06-07T12:29:39.275866703Z,6,preseq (DA93) (1800),3897003,1800
,,3,files_output_total_size,preseq (DA93) (1800),2023-05-13T14:16:55.658508093Z,2023-06-12T14:16:55.658508093Z,2023-06-07T12:29:39.275866703Z,1398662,preseq (DA93) (1800),3897003,1800
,,4,max_cpus,preseq (DA93) (1800),2023-05-13T14:16:55.658508093Z,2023-06-12T14:16:55.658508093Z,2023-06-07T12:23:02.924896642Z,1,preseq (DA93) (1800),3897003,1800
,,5,max_mem,preseq (DA93) (1800),2023-05-13T14:16:55.658508093Z,2023-06-12T14:16:55.658508093Z,2023-06-07T12:23:02.924896642Z,1073741824,preseq (DA93) (1800),3897003,1800
